id,commercial,address,building_type,rooms_count,residents_count,cons_jan,cons_feb,cons_may,cons_apr,cons_mar,cons_jun,cons_jul,cons_aug,cons_sep,cons_oct,cons_nov,cons_dec,area
2207,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 138 А",Частный,1,1,1224,1664,1018,885,816,638,1649,2770,1485,763,1169,1045,38.50
2208,0,"Краснодарский край, р-н Курганинский, п Высокий, ул Северная, д. 20 а",Частный,3,3,547,1141,1006,1000,808,239,218,,3720,657,219,1094,
2209,0,"Краснодарский край, р-н Приморско-Ахтарский, снт Мичуринец, ул Ягодная, д. 41 ",Прочий,,,122,169,161,121,158,78,148,142,142,203,155,92,
2210,0,"Краснодарский край, р-н Калининский, ст-ца Старовеличковская, ул Городская, д. 45 ",Частный,3,,8801,137,90,111,1691,82,3132,1201,601,67,7435,701,61.80
2211,0,"Краснодарский край, г Лабинск, ул Виноградная, д. 80 ",Частный,1,1,45,55,117,33,70,15,12,20,12,175,230,68,99.00
2212,0,"Краснодарский край, р-н Красноармейский, ст-ца Ивановская, ул Шевченко, д. 149 ",Частный,3,3,185,112,124,163,136,243,50,150,150,100,101,13,77.30
2213,0,"Краснодарский край, р-н Приморско-Ахтарский, ст-ца Ольгинская, ул Кирова, д. 20 , кв. 1 ",Частный,1,4,,227,251,243,251,,,,,,,,26.70
2214,0,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Тормахова, д. 3 Б 5",Частный,,3,5397,3110,2943,2965,2938,2730,2822,2804,4350,1986,1,2106,
2215,0,"Краснодарский край, р-н Темрюкский, п Сенной, ул Коммунистическая, д. 12 ",Частный,1,1,2529,3285,3331,2536,2677,5105,6279,6944,9700,3735,2311,4797,
2216,0,"Краснодарский край, р-н Курганинский, ст-ца Родниковская, ул Майкопская, д. 391 ",Частный,3,2,2344,1996,1985,2624,2225,2129,2654,2841,2074,1389,1172,2280,39.00
2217,0,"Краснодарский край, р-н Тимашевский, ст-ца Днепровская, ул Выгонная, д. 106 ",Частный,4,2,4044,3403,1400,2680,2720,4665,3950,4240,3534,3986,4133,4511,40.90
2218,0,"Краснодарский край, р-н Кореновский, ст. Раздольная, ул Трудовая, д. 43 ",Частный,3,3,213,213,213,213,213,213,213,339,213,213,213,213,
2219,0,"Республика Адыгея, р-н Тахтамукайский, аул Козет, ул Советская, д. 14 ",Частный,1,1,1779,1320,1718,1847,1609,1767,2720,2137,670,1308,1171,2282,70.00
2220,0,"Краснодарский край, р-н Курганинский, ст-ца Константиновская, ул Набережная, д. 192 ",Частный,3,2,,10,,202,154,250,1,218,1,,,299,
2221,1,"Краснодарский край, р-н Тимашевский, ст-ца Днепровская, ул Ленина, д. 45 ",Частный,3,3,700,500,750,726,634,1000,1100,1300,1300,1000,800,800,91.60
2222,0,"Краснодарский край, р-н Кореновский, п. Анапский, ул Партизанская, д. 112 ",Частный,2,3,217,191,153,184,182,130,143,169,133,162,149,140,
2223,0,"Краснодарский край, г Новороссийск, с Васильевка, тер. СНТ Березки, д. 13 ",Прочий,1,,10504,5610,4669,3722,4965,4773,5599,5470,2665,4301,,3178,
2224,0,"Краснодарский край, р-н Курганинский, ст-ца Михайловская, ул Лавровского, д. 55 ",Частный,2,4,3299,3459,3490,3480,3353,1715,2329,2462,2893,2260,2999,1901,31.60
2225,0,"Краснодарский край, р-н Хостинский, г Сочи, ул Пятигорская, д. 54 35 закрыт",Частный,1,1,5698,6267,5365,753,5602,4611,4112,5214,3960,4861,5697,3727,553.90
2226,0,"Краснодарский край, г Сочи, с Шаумяновка, тер. СНТ ЖСТ Чаевод, д. 107 участок",Частный,,1,2396,2122,1873,1885,1868,1412,1475,1328,1316,1170,1282,1131,495.00
2227,0,"Краснодарский край, ст-ца Новотитаровская, ул Есенина, д. 26 ",Частный,3,6,1005,1171,1260,587,1599,495,208,2,1112,2396,3660,778,151.50
2228,0,"Краснодарский край, р-н Курганинский, ст-ца Михайловская, ул Ленина, д. 171 ",Частный,3,1,373,446,286,319,318,155,225,184,132,109,134,95,
2229,0,"Краснодарский край, р-н Белореченский, ст-ца Пшехская, ул Зеленая, д. 21 ",Частный,1,1,437,680,550,668,,5358,6,1744,1094,1094,437,875,
2230,1,"Краснодарский край, тер. ДНТ Магистраль, ул 9-я Тихая, д. 119 ",Прочий,1,,214,214,214,214,214,214,214,221,74,74,76,76,
2231,0,"Краснодарский край, р-н Анапский, с Супсех, ул Зеркальная, д. 39 ",Частный,9,9,7250,7093,4734,2765,1790,1783,2610,2342,2539,4631,6571,2144,400.20
2232,0,"Краснодарский край, р-н Брюховецкий, ст-ца Переясловская, ул Ростовская, д. 82 ",Частный,3,1,1844,283,209,137,897,1908,766,232,780,1660,1956,1733,53.70
2233,0,"Краснодарский край, р-н Центральный, г Сочи, ул Олимпийская, д. 0 182-б участок СНТ Макаренко",Частный,1,1,7878,5711,6139,6309,6214,7473,9204,9115,8545,5494,4432,6042,450.00
2234,1,"Республика Адыгея, р-н Красногвардейский, аул Хатукай, ул Комсомольская, д. 2 г",Частный,1,1,23,27,3950,200,2000,5800,1000,300,1255,2000,1000,2445,
2235,0,"Краснодарский край, р-н Анапский, г Анапа, ул Петра Коваленко, д. 19 ",Прочий,1,,389,352,389,377,389,730,754,754,377,377,389,389,
2236,1,"Краснодарский край, р-н Красноармейский, ст-ца Ивановская, ул Рыночная, д. 42 ",Частный,3,4,2303,4466,4152,5262,4724,5000,4864,4500,4000,3174,5446,4349,59.50
2237,0,"Краснодарский край, г Лабинск, ул Изыскательская, д. 5 ",Частный,4,2,2102,701,1045,2,958,223,872,1,331,4,1228,7,104.70
2238,0,"Краснодарский край, г Сочи, с Высокое, ул Ивановская, д. 46 г",Частный,2,1,537,423,368,462,1342,7699,6146,7309,6869,5410,202,7328,60.60
2239,0,"Краснодарский край, г Новороссийск, с Глебовское, пер. 2-й Дорожный, д. 10 ",Частный,1,1,584,527,584,564,584,2398,2478,2478,,,584,2041,201.90
2240,1,"Краснодарский край, р-н Красноармейский, ст-ца Ивановская, ул Ленина, д. 38 ",Частный,4,3,,,,2159,1110,2850,3200,4000,4200,2809,1700,,122.80
2241,1,"Краснодарский край, снт Связист-2, ул Малиновая, д. 24 а",Прочий,1,,87,87,88,381,394,381,237,0,0,87,87,0,
2242,1,"Краснодарский край, г Геленджик, с Архипо-Осиповка, ул Гоголя, д. 25 а",Частный,2,1,8437,7997,7841,6139,7800,137,,2884,2790,907,6323,7829,43.10
2243,0,"Краснодарский край, г Сочи, с Нижняя Шиловка, ул Нагуляна, д. 0 ",Частный,1,1,1368,1187,953,1160,1085,1274,1184,862,818,868,653,811,297.10
2244,0,"Краснодарский край, р-н Славянский, ст-ца Анастасиевская, ул Продольная, д. 111 ",Частный,3,5,986,1023,464,660,552,50,252,490,375,272,763,157,38.40
2245,1,"Краснодарский край, р-н Анапский, село Витязево, ул Жукова, д. 58 ",Прочий,,,864,781,864,837,864,4032,1509,1104,837,864,837,864,
2246,0,"Краснодарский край, р-н Темрюкский, п Кучугуры, ул Южная, д. 39 ",Частный,1,1,608,510,541,462,558,4346,,10843,3403,695,561,763,46.90
2247,0,"Краснодарский край, г Сочи, с Нижняя Шиловка, ул Спутник, д. 0 ",Частный,1,1,3,,,,1,,,,,4,14,,433.00
2248,0,"Краснодарский край, р-н Красноармейский, х Трудобеликовский, ул Мазуренко, д. 165 ",Частный,2,,12550,6500,750,950,6302,11550,10450,13250,9800,10650,9950,8050,128.20
2249,1,"Краснодарский край, р-н Тихорецкий, ст-ца Фастовецкая, ул Ленина, д. 27 1 Участок",Частный,1,1,2948,2407,2368,2918,2142,3233,3093,4210,3019,2712,2672,2747,429.00
2250,0,"Краснодарский край, р-н Курганинский, ст-ца Родниковская, ул Калинина, д. 161 ",Частный,2,2,694,741,1215,600,520,526,426,240,300,596,,274,45.30
2251,1,"Республика Адыгея, р-н Майкопский, ст-ца Даховская, ул Кубанская, д. 33 ",Частный,1,1,10128,6993,5232,4987,4534,3914,4420,4515,3936,5212,4057,5212,62.91
2252,0,"Краснодарский край, р-н Брюховецкий, ст-ца Новоджерелиевская, ул Октябрьская, д. 40 ",Частный,3,3,885,317,349,338,350,421,416,416,258,362,227,374,
2253,0,"Краснодарский край, р-н Белореченский, п Заречный, ул Яблочная, д. 6 ",Частный,3,3,1473,1534,1287,853,1216,300,200,1713,325,827,1171,666,62.60
2254,0,"Краснодарский край, г Сочи, ПОС. ЛАЗАРЕВСКОЕ, ул Суворова, д. 14 1",Частный,1,,4353,2709,4317,3318,2926,2823,2797,1671,3279,2619,1809,2706,
2255,0,"Краснодарский край, р-н Анапский, снт Авиатор, д. 96 ",Частный,1,1,38008,8658,0,0,0,,2515,2516,273,,,,76.00
2256,0,"Краснодарский край, р-н Калининский, х Журавлевка, ул Центральная, д. 10 ",Частный,3,10,1478,1765,1627,1157,1437,955,1419,1283,719,778,1017,283,48.10
2257,0,"Республика Адыгея, р-н Майкопский, ст-ца Абадзехская, ул Короткая, д. 2 А",Частный,1,1,6086,5846,2817,286,4016,683,597,606,606,3998,4785,1578,
2258,0,"Краснодарский край, п Южный, ул Никольская, д. 90 1",Прочий,1,,2056,1857,2056,1989,2056,3328,2279,2279,2205,2205,1535,2279,
2259,1,"Краснодарский край, п Пригородный, ул Невская, д. 9 1",Прочий,,,9100,9160,10960,25700,8860,8740,4460,12940,5220,11200,11200,13120,
2260,0,"Краснодарский край, р-н Калининский, х Журавлевка, ул Центральная, д. 106 ",Частный,2,5,1800,1100,1120,810,550,555,570,600,800,720,1000,717,
2261,0,"Краснодарский край, г Краснодар (Изумрудный город), ул 1-го Мая, д. 1 уч",Частный,1,1,1476,1317,1540,1197,1417,1489,1527,1635,1260,1268,1416,1438,135.40
2262,1,"Краснодарский край, р-н Туапсинский, с Лермонтово, ул Тенгинская, д. 5 а",Прочий,,,710,718,602,300,155,398,921,1650,784,87,116,76,754.00
2263,0,"Краснодарский край, р-н Гулькевичский, с Новоукраинское, ул Степная, д. 18 ",Частный,1,1,2088,1936,2406,1298,319,,518,113,203,1089,1297,124,100.00
2264,0,"Краснодарский край, р-н Каневской, ст-ца Челбасская, ул Набережная, д. 161 ",Частный,3,2,375,375,375,,750,375,375,375,375,375,375,375,86.10
2265,0,"Краснодарский край, р-н Темрюкский, п Стрелка, ул Лесная, д. 37 ",Частный,1,1,2189,2173,2209,2101,2211,,2159,784,501,2343,1976,1322,
2266,0,"Краснодарский край, р-н Ейский, с Воронцовка, ул Полевая, д. 30 ",Частный,5,1,666,251,402,302,438,244,251,1774,236,503,905,302,315.80
2267,0,"Краснодарский край, г Краснодар, снт Березка, ул Цветочная, д. 111 ",Частный,2,2,421,381,421,408,421,408,421,505,512,467,421,548,53.90
2268,0,"Краснодарский край, р-н Калининский, ст-ца Андреевская, ул Красная, д. 38 ",Частный,3,3,1833,1070,1212,970,1195,1002,468,461,301,1344,888,107,
2269,0,"Краснодарский край, р-н Новокубанский, ст-ца Советская, ул К.Либкнехта, д. 24 1",Прочий,,,1000,1000,2000,1000,1000,1000,101,1000,1000,1000,1000,1000,
2270,0,"Краснодарский край, г Новороссийск, ст-ца Раевская, пер Ореховый, д. 6 ",Прочий,1,,5111,,1251,1210,1360,1469,2476,2476,453,1832,,2180,
2271,0,"Краснодарский край, р-н Туапсинский, с Ольгинка, кв-л Звездный, д. 7 4",Частный,7,2,2076,3440,1746,925,1519,838,2055,1454,3709,781,9193,190,310.00
2272,0,"Краснодарский край, р-н Кореновский, ст. Платнировская, ул Мира, д. 5 б",Частный,3,1,4453,4683,3663,2705,3735,953,1137,1049,961,2381,2812,1169,
2273,0,"Краснодарский край, р-н Темрюкский, п Волна Революции, ул Морская, д. 45 А",Частный,1,1,1847,3503,1628,1887,685,700,200,2022,658,1199,2451,1320,
2274,0,"Краснодарский край, р-н Каневской, ст-ца Челбасская, ул Красноармейская, д. 59 А",Частный,,,720,682,828,1311,758,2170,968,1094,1007,1262,1,1101,
2275,0,"Краснодарский край, р-н Павловский, ст-ца Павловская, ул Азовская, д. 97 ",Прочий,1,,1916,1929,1343,879,1456,647,3220,2224,1891,1043,1026,977,
2276,0,"Краснодарский край, р-н Кореновский, ст. Платнировская, ул Советская, д. 233 ",Частный,3,3,6702,6080,5711,4214,5564,6555,7311,7605,6588,5218,4572,5481,87.90
2277,0,"Краснодарский край, г Сочи, с Высокое, ул Брянская, д. 0 ",Частный,1,1,2883,3369,3656,3017,3011,489,812,873,558,2121,1841,729,30.00
2278,1,"Республика Адыгея, р-н Майкопский, ст-ца Даховская, ул Ключевая, д. 67 А.",Частный,5,1,5559,4517,,3699,1489,414,,1274,164,765,6625,2179,160.90
2279,0,"Краснодарский край, г Сочи, с Альтмец, ул Кленовая, д. 19 А 1",Частный,1,1,345,350,332,357,333,142,123,102,136,292,493,292,144.00
2280,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, ул Жасминовая, д. 6 ",Частный,1,1,718,392,2188,1304,900,5,332,671,183,255,675,263,28.90
2281,1,"Краснодарский край, р-н Ейский, ст-ца Ясенская, ул Западная, д. 42 а",Прочий,,,687,5,5,50,50,407,408,395,1274,2348,1993,379,
2282,0,"Республика Адыгея, г Майкоп, п Западный, ул Покровская, д. 21 ",Частный,1,1,5865,6011,4592,2877,4779,541,944,935,714,3091,4087,966,
2283,0,"Краснодарский край, г Краснодар, ул Героев-Разведчиков, д. 30 , кв. 123 ",Многоквартирный,1,3,65,105,116,112,116,112,2,91,129,64,64,64,46.30
2284,1,"Краснодарский край, р-н Белоглинский, с Белая Глина, ул Фрунзе, д. 2 з",Частный,1,1,318,147,477,250,85,103,209,170,100,198,370,255,150.00
2285,0,"Краснодарский край, п Белозерный, ул Дружеская, д. 4 ",Частный,6,6,4890,2306,2645,1507,2461,1535,1606,2798,1612,1914,3101,1635,295.20
2286,0,"Республика Адыгея, р-н Тахтамукайский, аул Козет, ул Тенистая, д. 11 ГАС",Частный,1,,666,96,403,386,399,499,835,583,560,409,407,407,
2287,0,"Краснодарский край, р-н Приморско-Ахтарский, ст-ца Бриньковская, ул Степная, д. 54 ",Прочий,,,845,279,199,221,348,348,375,,395,398,331,328,1489.00
2288,0,"Республика Адыгея, р-н Тахтамукайский, аул Козет, ул Московская, д. 34 ",Частный,8,3,1,3056,727,330,2104,4,4501,4239,4623,5909,1,2121,327.20
2289,0,"Краснодарский край, р-н Курганинский, ст-ца Константиновская, ул Базарная, д. 6 Б",Частный,3,3,2643,3423,1666,1032,1804,283,400,442,304,44,83,44,95.50
2290,0,"Краснодарский край, г Сочи, с Каштаны, д. 0 ",Частный,1,1,5007,4633,4871,4660,4627,1430,1999,1878,1888,2858,3514,1133,471.00
2291,0,"Краснодарский край, г Сочи, р-н Хостинский, пр-кт Курортный, д. 90 7",Частный,1,1,11400,8900,7900,7000,7000,10100,13100,13900,11600,6700,6400,6900,245.70
2292,1,"Республика Адыгея, р-н Майкопский, ст-ца Даховская, ул Ключевая, д. 121 ",Прочий,,,17640,4121,4121,4123,7150,7270,6856,2461,3057,,10865,3438,
2293,0,"Краснодарский край, г Сочи, с Орел-Изумруд, ул Лазурная долина, д. 40 А",Частный,1,1,5749,6402,5664,5051,5243,3953,4307,4199,3745,4455,2840,3534,2608.00
2294,0,"Краснодарский край, п Южный, ул Алмазная, д. 7 ",Частный,5,5,6118,5268,3760,1853,4323,1248,1520,1197,1246,4340,4198,2101,215.10
2295,1,"Краснодарский край, г Сочи, с Красная Воля, ул Лесная, д. 0 ",Частный,1,1,93,68,59,80,163,201,266,304,275,121,37,176,1900.00
2296,0,"Краснодарский край, п Зарождение, ул Набережная, д. 14 а",Частный,1,1,4456,4424,2086,2092,3714,3164,4150,3375,3700,3537,5031,3600,
2297,1,"Краснодарский край, р-н Центральный, г Сочи, ул Пирогова, д. 2 3 хозблок",Частный,1,1,220,226,222,219,220,318,360,395,298,248,247,240,153.00
2298,0,"Краснодарский край, р-н Павловский, ст-ца Новопластуновская, ул Калинина, д. 29 Б",Частный,1,,2268,1960,1720,1942,1933,1724,2326,2119,1925,1607,1524,1589,279.50
2299,1,"Краснодарский край, р-н Анапский, село Витязево, пр-кт Южный, д. 5 б",Частный,6,3,790,401,0,803,804,804,16119,3319,3225,400,735,,869.10
2300,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Чкалова, д. 0 ",Частный,1,1,,,,2923,3020,5475,6837,3582,3467,97,,3582,6.90
2301,0,"Краснодарский край, р-н Центральный, г Сочи, ул Тимирязева, д. 21 А СЖИТ Прохлада",Частный,1,1,3392,3064,3392,8970,6286,2970,3977,3450,2889,3760,4401,2355,936.00
2302,1,"Краснодарский край, снт КСК-1, ул Виноградная, д. 2 ",Прочий,1,1,3579,6072,6040,6030,6892,6000,6100,6000,6000,6337,6063,1022,617.00
2303,0,"Краснодарский край, р-н Новокубанский, х Ляпино, ул Армавирская, д. 90 ",Частный,4,4,567,587,815,349,583,403,496,353,153,426,544,377,103.20
2304,0,"Краснодарский край, ст-ца Новотитаровская, ул Ленина, д. 187 А",Частный,3,4,4444,3643,3967,4597,4028,5331,5894,5412,5350,3505,3101,4316,134.90
2305,1,"Краснодарский край, г Геленджик, с Архипо-Осиповка, пер Глухой, д. 17 Б",Частный,,,,2451,3746,1168,3464,4660,6465,8034,6085,,3289,3604,
2306,0,"Краснодарский край, р-н Выселковский, ст-ца Выселки, ул Димитрова, д. 71 а",Прочий,1,,9198,9343,7978,8623,8687,7603,6004,7837,9232,9226,9409,8270,
2307,1,"Краснодарский край, р-н Тимашевский, х Ленинский, ул Космонавтов, д. 3 а",Частный,3,1,2888,3857,741,5531,2208,3592,4715,4382,5684,730,19187,3164,61.80
2308,0,"Краснодарский край, р-н Лабинский, х Лобода, ул Чапаева, д. 14 ",Частный,4,8,496,5318,1,1,558,230,230,12,336,29617,437,412,71.20
2309,0,"Краснодарский край, г Сочи, с Верхнениколаевское, ул Кузнечная, д. 16 2",Частный,1,1,6372,5355,4158,761,3991,2297,580,1251,1857,3849,2921,1908,268.20
2310,0,"Краснодарский край, г Сочи, с Эстосадок, ул Березовая, д. 1 б",Частный,1,1,6605,4803,4803,4203,5021,6005,4804,5405,4804,4804,4204,4204,400.70
2311,0,"Краснодарский край, г Сочи, с Черешня, ул Владимировская, д. 0 ",Частный,4,1,628,595,566,606,558,903,1362,1088,560,374,391,342,153.20
2312,0,"Краснодарский край, р-н Мостовский, п Перевалка, ул Главная, д. 47 А",Частный,1,1,4258,,4244,,2040,4164,187,,954,,5406,2147,
2313,0,"Краснодарский край, р-н Ейский, п Краснофлотский, ул Бориса Балева, д. 15 ",Прочий,,,534,768,682,405,476,582,770,805,594,456,729,538,
2314,0,"Краснодарский край, г Сочи, с Измайловка, пер Калиновый, д. 0 з у к.н. 206",Частный,1,1,2678,1904,1853,1983,1981,3192,3729,3483,3172,1573,1295,2124,308.20
2315,1,"Республика Адыгея, р-н Майкопский, с Хамышки, пер Речной, д. 5 ",Частный,1,1,18395,27397,23673,14480,16629,7223,7747,9466,10146,20014,23743,13875,
2316,0,"Краснодарский край, с Краевско-Армянское, ул Саят-Нова, д. 95 2",Частный,1,1,1546,1274,1127,830,1113,2663,2162,3142,1950,793,681,692,314.00
2317,0,"Краснодарский край, г Сочи, р-н Адлерский, ул Белорусская, д. 19 ",Частный,1,1,6303,5736,4247,3597,4594,2770,4353,4189,3583,3436,2640,2483,272.80
2318,1,"Краснодарский край, р-н Тимашевский, ст-ца Медведовская, ул Ленина, д. 111 а",Прочий,,,7119,3559,1,10616,8190,1,6595,6595,6595,6595,6599,7615,
2319,0,"Краснодарский край, р-н Калининский, ст-ца Калининская, ул Ленина, д. 203 а",Частный,,,232,343,382,279,319,238,410,290,201,291,331,542,
2320,0,"Краснодарский край, тер. ДНТ Виктория, ул Парковая, д. 50 ",Прочий,1,,464,437,397,349,420,497,867,977,440,295,462,386,
2321,0,"Краснодарский край, р-н Брюховецкий, ст-ца Батуринская, ул Выгонная, д. 39 а",Частный,1,,4345,4454,6083,472,1119,2463,5689,633,52,5071,5305,46,
2322,0,"Краснодарский край, г Сочи, с Каштаны, ул Мичурина, д. 1 Л 5",Частный,1,,5636,5263,3891,3313,4277,925,875,901,937,2630,2867,970,241.90
2323,0,"Краснодарский край, р-н Красноармейский, х Трудобеликовский, ул Валькова, д. 11 ",Частный,3,1,323,391,330,357,369,326,644,559,408,370,407,233,134.60
2324,0,"Краснодарский край, г Новороссийск, ст-ца Натухаевская, д. 0 ",Частный,3,,,,17224,3638,2531,2219,,22963,,4118,1312,2448,72.20
2325,0,"Краснодарский край, п Южный, ул Платановая, д. 158 1",Частный,3,2,1925,1250,,,4700,1009,3008,1995,,2884,,1641,82.60
2326,1,"Краснодарский край, г Сочи, с Высокое, ул Ивановская, д. 48 ",Частный,1,1,15553,13246,12181,12887,11831,18996,5673,12919,12407,12579,7360,12408,694.00
2327,1,"Краснодарский край, р-н Центральный, г Сочи, пер Донской, д. 23 ",Многоквартирный,1,1,4013,4112,1944,,,,,,1,3380,4320,18957,240.00
2328,0,"Краснодарский край, г Краснодар, снт Березка, ул Вишнёвая, д. 36 ",Частный,3,,1004,907,1004,972,1004,972,1004,1088,1077,1031,1004,1132,113.30
2329,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Просвещения, д. 185 пом.1, 1а, 2",Частный,1,1,2030,2019,1559,1001,741,1737,2199,2815,2237,1465,1072,1602,992.10
2330,0,"Краснодарский край, г Сочи, с Сергей-Поле, ул Славы, д. 55 12",Частный,,1,1684,1519,1266,1514,1407,1183,1679,1331,1311,1211,915,1191,
2331,1,"Краснодарский край, г Сочи, с Верхневеселое, ул Коммунаров, д. 0 23:49:0407006:6199",Частный,1,1,5493,4213,3613,4256,4754,,,,,8535,2692,0,
2332,0,"Республика Адыгея, р-н Майкопский, п Каменномостский, ул Прохладная, д. 64 ",Прочий,,,1904,1889,1618,1620,1694,1624,1665,1001,867,1438,1277,1097,
2333,0,"Краснодарский край, г Сочи, аул Малый Кичмай, ул Убыхская, д. 23 А",Частный,1,1,633,546,469,533,528,871,1290,807,852,543,595,409,153.90
2334,0,"Краснодарский край, р-н Тбилисский, ст-ца Тбилисская, пер Бригадный, д. 51 А",Прочий,,,8543,7729,6601,,,,,5257,8734,7610,8802,,
2335,0,"Республика Адыгея, р-н Тахтамукайский, аул Козет, ул. им. Н.А.Берзегова, д. 29 ",Прочий,1,,17386,19186,20933,13122,19909,3571,6964,5483,4499,14418,13340,5538,604.00
2336,1,"Краснодарский край, г Сочи, р-н Адлерский, пер Богдана Хмельницкого, д. 11 а",Частный,1,1,386,185,,,,,,,,72,83,97,3.10
2337,1,"Краснодарский край, р-н Крыловский, ст-ца Октябрьская, ул Кондратюка, д. 19 ЛПХ",Частный,,,,2659,1947,4500,4685,5889,7800,5942,7143,3949,,,
2338,0,"Краснодарский край, г Краснодар, тер. СНТ Кубаночка-Белозёрный, ул Садовая, д. 511 ",Частный,3,1,868,970,583,116,528,159,64,62,64,88,69,66,62.20
2339,1,"Краснодарский край, г Сочи, пгт Красная Поляна, ул Волоколамская, д. 84 А",Частный,1,1,1694,1534,1024,933,970,1108,1227,1544,1373,1290,735,1241,339.00
2340,1,"Краснодарский край, р-н Центральный, г Сочи, снт Восход-1, д. 86 уч  к н 1924",Частный,1,1,2770,3913,5007,3038,2557,,,,,2470,425,526,1279.00
2341,0,"Краснодарский край, р-н Выселковский, с Первомайское, ул Набережная, д. 99 а",Частный,2,1,292,162,349,70,211,157,187,269,214,183,1,153,84.20
2342,0,"Республика Адыгея, р-н Майкопский, ст-ца Даховская, ул Солдатская, д. 8 ",Прочий,1,,8515,7805,8187,7062,7775,1556,1704,3267,3550,6189,6554,2812,
2343,0,"Краснодарский край, р-н Ейский, ст-ца Должанская, ул Калинина, д. 54 ",Частный,4,2,956,863,118,890,919,420,1050,1050,3270,1026,325,1060,104.20
2344,0,"Краснодарский край, р-н Брюховецкий, ст-ца Брюховецкая, пер Атамана Шевеля, д. 1 ",Частный,6,7,1035,933,849,937,942,1369,991,1401,1281,915,1305,1156,515.60
2345,0,"Краснодарский край, ст-ца Динская, ул Таманская, д. 22 ",Прочий,1,,2529,2649,2084,900,2203,680,941,688,460,1799,2640,586,
2346,0,"Краснодарский край, г Горячий Ключ, секция, д. 27 ",Частный,3,1,5250,9966,,6403,781,4303,4447,1785,1300,2300,2950,1300,81.30
2347,0,"Краснодарский край, г Сочи, с Прогресс, снт Слива, д. 0 з у 21 ст слива",Частный,4,3,7000,6800,7000,5500,6700,3500,2721,2300,3300,4200,5622,3400,658.00
2348,1,"Краснодарский край, тер. ДНТ Магистраль, Участок, д. 12 ",Прочий,1,,955,536,536,536,536,538,878,879,759,759,754,784,
2349,1,"Краснодарский край, г Сочи, р-н Адлерский, ул Демократическая, д. 58 ",Частный,1,1,7198,7274,7026,7581,8224,10354,8484,14695,15428,8454,7755,9543,424.00
2350,0,"Краснодарский край, г Новороссийск, ст-ца Раевская, ул Гурьевская, д. 14 б",Частный,4,4,3245,,1033,250,2138,2528,275,2477,500,682,830,1325,133.20
2351,0,"Краснодарский край, ст-ца Новотитаровская, ул Октябрьская, д. 306 ",Частный,5,1,2276,2740,,1160,4320,5907,6875,4725,4572,4725,4572,6122,1005.70
2352,0,"Краснодарский край, г Сочи, с Верхнениколаевское, ул Родная, д. 0 ",Частный,1,1,697,630,1516,960,555,593,871,905,652,697,675,697,400.00
2353,1,"Краснодарский край, р-н Красноармейский, ст-ца Полтавская, ул Красная, д. 174 А",Частный,2,1,527,436,405,420,325,748,236,862,503,243,359,706,213.90
2354,0,"Краснодарский край, снт Радужное, пр-д Придорожный, д. 342 ",Прочий,1,1,,,192,186,192,59,,,,,,,400.00
2355,1,"Краснодарский край, ст-ца Старокорсунская, ул Северная, д. 0 ",Прочий,1,,4063,35,10,20,20,20,15,32,10,19,2919,2844,
2356,0,"Краснодарский край, г Сочи, р-н Хостинский, ул Измайловская, д. 0 участок, к н2037",Частный,1,1,1652,1298,1160,1538,1366,1961,2138,2208,1982,1444,1052,1742,
2357,0,"Краснодарский край, р-н Ейский, ст-ца Камышеватская, ул Красная, д. 171 ",Частный,3,4,1470,1620,1093,753,1117,552,1315,1315,1117,1117,1663,1154,58.80
2358,1,"Краснодарский край, х Молькин, д. 0 к н 23:41:0204001:115",Прочий,1,,2372,5,3957,10,6327,2107,2186,2445,,392,2371,392,
2359,0,"Краснодарский край, р-н Темрюкский, ст-ца Тамань, южнее ст.Тамань",Частный,1,1,2602,2357,,683,2296,2162,2343,3206,3764,3656,3707,3799,
2360,0,"Краснодарский край, р-н Отрадненский, ст-ца Удобная, ул Трудовая, д. 33 ",Частный,2,1,406,452,300,345,615,295,281,314,269,2227,1493,1055,29.90
2361,0,"Краснодарский край, р-н Анапский, с Варваровка, ул Тихорецкая, д. 10 ",Частный,3,2,4513,4243,4625,2904,473,1298,687,669,582,574,1685,3946,137.30
2362,0,"Краснодарский край, тер. ДНТ Виктория, ул без улицы, д. 189 ",Частный,8,11,6579,7464,5571,2599,5715,2107,2245,2161,1815,2278,4675,6176,595.00
2363,1,"Краснодарский край, р-н Центральный, г Сочи, пер Рахманинова, д. 47 д  Гараж",Частный,,1,3014,3175,2898,2030,1620,767,3951,6452,1625,2032,2518,3737,218.00
2364,0,"Краснодарский край, п Южный, ул Платановая, д. 168 1",Частный,5,1,4966,5495,3607,2729,4476,1591,1498,1450,1866,1928,2601,5152,163.70
2365,0,"Краснодарский край, пгт. Сириус, ул Южных культур, д. 0 участок 55",Частный,1,1,7633,6852,7092,5439,6221,8114,10127,10788,8655,4778,3486,6371,589.00
2366,0,"Краснодарский край, п Южный, пр-д Восточный, д. 20 ",Частный,1,1,515,551,548,499,533,594,1308,1035,761,569,769,567,
